ITEM #  LEVEL    PART NUMBER       DESCRIPTION                                   #USED
1025    ..3      CW-30022-84       wire 22awg gry/yel                               58
1026    ..3      CW-30022-0        wire 22awg black                                 96
1027    ..3      CW-30022-05       wire 22awg blk/grn                               52
1028    ..3      CW-30022-06       wire 22awg blk/blu                               54
1029    .2       H-23181-1.1       plfd lamp matrix a cable                          1
1030    ..3      03-7520-2         tie wrap-nylon 3 7/8                             59
1031    ..3      5791-14003-16     conn-minifit jr. plug panl mtg                    1
1032    ..3      5792-10771-00     3R11625 03-06-1032                                1
1033    ..3      5792-10847-05     5r mt/thru 22/156                                 2
1034    ..3      5792-10847-06     6r mt/thru 22/156                                 1
1035    ..3      5792-10847-07     7r mt/thru 22/156                                 1
1036    ..3      5792-10847-08     8r mt/thru 22/156                                 1
1037    ..3      5792-13355-02     conn-female wire mnt 0.165 ctr                    2
1038    ..3      5820-13730-02     pin-mini fit jr 18-22awg                         16
1039    ..3      5821-13771-02     socket-female minifit BMI                         4
1040    ..3      5823-10820-00     "plz key mt .156"""                               5
1041    ..3      5821-09079-00     pf1561 02-06-1101                                 2
1042    ..3      RM-35-2           label color code orange                           1
1043    ..3      CW-30022-41       wire 22awg yel/brn                               42
1044    ..3      CW-30022-42       wire 22awg yel/red                               42
1045    ..3      CW-30022-43       wire 22awg yel/org                               42
1046    ..3      CW-30022-40       wire 22awg yel/blk                               57
1047    ..3      CW-30022-45       wire 22awg yel/grn                               74
1048    ..3      CW-30022-46       wire 22awg yel/blu                              113
1049    ..3      CW-30022-47       wire 22awg yel/vio                              139
1050    ..3      CW-30022-48       wire 22awg yel/gry                              114
1051    ..3      CW-30022-10       wire 22awg brn/blk                              168
1052    ..3      CW-30022-12       wire 22awg brn/red                              165
1053    ..3      CW-30022-13       wire 22awg brn/org                              151
1054    ..3      CW-30022-14       wire 22awg brn/yel                              137
1055    ..3      CW-30022-15       wire 22awg brn/grn                              200
1056    ..3      CW-30022-16       wire 22awg brn/blu                              198
1057    ..3      CW-30022-17       wire 22awg brn/vio                              133
1058    ..3      CW-30022-18       wire 22awg brn/gry                              137
1059    .2       H-23181-2.1       plfd lamp matrix B cable                          1
1060    ..3      03-7520-2         tie wrap-nylon 3 7/8                             72
1061    ..3      5791-13720-18     connector 18p mini fit jr                         1
1062    ..3      5792-10771-00     3R11625 03-06-1032                                2
1063    ..3      5792-10847-11     11 mt/thru 22/156                                 1
1064    ..3      5792-13355-02     conn-female wire mnt 0.165 ctr                    3
1065    ..3      5820-13730-02     pin-mini fit jr 18-22awg                         15
1066    ..3      5821-09079-00     pf1561 02-06-1101                                 4
1067    ..3      5821-13771-02     socket-female minifit BMI                         6
1068    ..3      5823-10820-00     "plz key mt .156"""                               1
1069    ..3      RM-35-2           label color code orange                           1
1070    ..3      CW-30022-21       wire 22awg red/brn                              120
1071    ..3      CW-30022-20       wire 22awg red/blk                              121
1072    ..3      CW-30022-23       wire 22awg red/org                              152
1073    ..3      CW-30022-24       wire 22awg red/yel                              137
1074    ..3      CW-30022-25       wire 22awg red/grn                              139
1075    ..3      CW-30022-26       wire 22awg red/blu                              165
1076    ..3      CW-30022-27       wire 22awg red/vio                              242
1077    ..3      CW-30022-28       wire 22awg red/gry                              222
1078    ..3      CW-30022-41       wire 22awg yel/brn                              135
1079    ..3      CW-30022-42       wire 22awg yel/red                              118
1080    ..3      CW-30022-43       wire 22awg yel/org                              139
1081    ..3      CW-30022-40       wire 22awg yel/blk                              156
1082    ..3      CW-30022-45       wire 22awg yel/grn                              206
1083    ..3      CW-30022-47       wire 22awg yel/vio                              121
1084    ..3      CW-30022-48       wire 22awg yel/gry                              134
1085    .2       H-23182.1         plfd solenoid cable-50069                         1
1086    ..3      03-7520-2         tie wrap-nylon 3 7/8                             51
1087    ..3      16-9086           label-cable id                                    3
1088    ..3      5791-13720-20     connector 20p mini fit jr                         1
1089    ..3      5791-13720-24     conn-24 pin mini fit jr                           1
1090    ..3      5792-09110-00     3R1396 03-09-1032                                 1
1091    ..3      5792-10773-00     2R11625 03-06-1023                                1
1092    ..3      5792-12561-00     2P 1545-2 03-09-1022                              2
1093    ..3      5792-13224-15     .084 cap housing 15 pin                           1
1094    ..3      5792-13355-02     conn-female wire mnt 0.165 ctr                    2
1095    ..3      5792-13355-08     conn-female wire mnt 0.165 ctr                    1
1096    ..3      5820-13730-02     pin-mini fit jr 18-22awg                         37
1097    ..3      5821-09079-00     pf1561 02-06-1101                                 2
1098    ..3      5821-09081-00     pf1189 02-09-1101                                 6
1099    ..3      5821-13222-00     .084 female socket pin 14-20ga                    9
1100    ..3      5821-13771-02     socket-female minifit BMI                        12
1101    ..3      5822-16084-00     term 12-18 tab .250  unshield                     8
1102    ..3      5822-16085-00     term 16-22 tab .250 unshield                      6
1103    ..3      5822-16197-00     term 16-22awg.187x.032 unshld                    17
1104    ..3      RM-35-2           label color code orange                           1
1105    ..3      HW-30018-35       wire 18awg org/grn                               52
1106    ..3      HW-30018-45       wire 18awg yel/grn                               52
1107    ..3      HW-30018-25       wire 18awg red/grn                               52
1108    ..3      HW-30018-36       wire 18awg org/blu                               45
1109    ..3      HW-30018-46       wire 18awg yel/blu                               47
1110    ..3      HW-30018-26       wire 18awg red/blu                               46
1111    ..3      HW-30018-37       wire 18awg org/vio                               11
1112    ..3      HW-30018-47       wire 18awg yel/vio                               11
1113    ..3      HW-30018-27       wire 18awg red/vio                               11
1114    ..3      HW-30018-38       wire 18awg org/gry                               52
1115    ..3      HW-30018-48       wire 18awg yel/gry                               38
1116    ..3      HW-30018-71       wire 18awg vio/brn                               27
1117    ..3      HW-30018-72       wire 18awg vio/red                               27
1118    ..3      HW-30018-73       wire 18awg vio/org                               19
1119    ..3      HW-30018-74       wire 18awg vio/yel                               50
1120    ..3      HW-30018-75       wire 18awg vio/grn                                0
1121    ..3      HW-30018-76       wire 18awg vio/blu                               17
1122    ..3      HW-30018-70       wire 18awg vio/blk                               35
1123    ..3      HW-30018-78       wire 18awg vio/grey                              12
1124    ..3      HW-30018-10       wire 18awg brn/blk                               66
1125    ..3      HW-30018-12       wire 18awg brn/red                               53
1126    ..3      HW-30018-13       wire 18awg brn/org                               60
1127    ..3      HW-30018-14       wire 18awg brn/yel                               42
1128    ..3      HW-30018-15       wire 18awg brn/grn                               39
1129    ..3      HW-30018-16       wire 18awg brn/blu                               44
1130    ..3      HW-30018-17       wire 18awg brn/vio                               41
1131    ..3      HW-30018-18       wire 18awg brn/gry                               47
1132    ..3      HW-30018-61       wire 18awg blu/brn                               39
1133    ..3      HW-30018-62       wire 18awg blu/red                               57
1134    ..3      HW-30018-63       wire 18awg blu/org                               12
1135    ..3      HW-30018-64       wire 18awg blu/yel                               12
1136    ..3      HW-30018-65       wire 18awg blu/grn                               42
1137    ..3      HW-30018-60       wire 18awg blu/blk                               44
1138    ..3      HW-30018-67       wire 18awg blu/vio                               62
1139    ..3      HW-30018-68       wire 18awg blu/gry                               13
1140    ..3      HW-30018-01       wire 18awg blk/brn                               13
1141    ..3      HW-30018-02       wire 18awg blk/red                               13
1142    ..3      HW-30018-03       wire 18awg blk/org                               14
1143    ..3      HW-30018-04       wire 18awg blk/yel                               14
1144    ..3      HW-30018-19       wire 18awg brn/wht                               63
1145    ..3      HW-30018-20       wire 18awg red/blk                               74
1146    ..3      HW-30018-21       wire 18awg red/brn                               88
1147    ..3      HW-30018-23       wire 18awg red/org                              155
1148    ..3      HW-30018-24       wire 18awg red/yel                              141
1149    ..3      HW-30018-29       wire 18awg red/wht                               19
1150    ..3      CW-30022-29       wire 22awg red/wht                              239
1151    ..3      HW-30018-84       wire 18awg gry/yel                               62
1152    .2       H-23186           "24"" opto cable"                                 1
1153    ..3      03-7520-2         tie wrap-nylon 3 7/8                              7
1154    ..3      5792-10771-00     3R11625 03-06-1032                                1
1155    ..3      5792-10773-00     2R11625 03-06-1023                                1
1156    ..3      5792-10817-02     2r mt end 22/156                                  1
1157    ..3      5792-10817-03     3r mt end 22/156                                  1
1158    ..3      5821-09079-00     pf1561 02-06-1101                                 4
1159    ..3      5823-10820-00     "plz key mt .156"""                               1
1160    ..3      CW-30022-0        wire 22awg black                                 27
1161    ..3      CW-30022-3        wire 22awg orange                                33
1162    ..3      CW-30022-8        wire 22awg gray                                  27
1163    ..3      CW-30022-84       wire 22awg gry/yel                               33
1164    .2       H-23183.1         plfd opto cable                                   1
1165    ..3      03-7520-2         tie wrap-nylon 3 7/8                             18
1166    ..3      5792-10817-05     5r mt/end 22/156                                  1
1167    ..3      5792-10817-09     9r mt/end 22/156                                  2
1168    ..3      5792-12116-09     9r mt/end 22/.100                                 2
1169    ..3      5792-13355-04     conn-female wire mnt 0.165 ctr                    3
1170    ..3      5794-13167-09     conn cover end or thru .100                       2
1171    ..3      5821-13771-02     socket-female minifit BMI                        12
1172    ..3      5823-10820-00     "plz key mt .156"""                               3
1173    ..3      5823-12119-00     plz key-mt .100                                   2
1174    ..3      RM-35-2           label color code orange                           1
1175    ..3      CW-30022-84       wire 22awg gry/yel                              157
1176    ..3      CW-30022-0        wire 22awg black                                200
1177    ..3      CW-30022-31       wire 22awg org/brn                               64
1178    ..3      CW-30022-32       wire 22awg org/red                               64
1179    ..3      CW-30022-30       wire 22awg org/blk                               64
1180    ..3      CW-30022-34       wire 22awg org/yel                               64
1181    ..3      CW-30022-35       wire 22awg org/grn                               64
1182    ..3      CW-30022-36       wire 22awg org/blu                               27
1183    ..3      CW-30022-37       wire 22awg org/vio                               45
1184    ..3      CW-30022-81       wire 22awg gry/brn                               67
1185    ..3      CW-30022-82       wire 22awg gry/red                               67
1186    ..3      CW-30022-83       wire 22awg gry/org                               67
1187    ..3      CW-30022-80       wire 22awg gry/blk                               67
1188    ..3      CW-30022-85       wire 22awg gry/grn                               67
1189    ..3      CW-30022-86       wire 22awg gry/blu                               27
1190    ..3      CW-30022-87       wire 22awg gry/vio                               45
1191    ..3      CW-30022-8        wire 22awg gray                                  35
1192    ..3      CW-30022-91       wire 22awg wht/brn                               34
1193    ..3      CW-30022-51       wire 22awg grn/brn                               34
1194    .2       RM-22-08          double sided tape .032X7/8                      0.5
1195    .2       01-8726-R-1       brkt plfd holder                                  1
1196    .2       01-13204          spacer-rollover button                            2
1197    .2       01-14003-1        brkt-plfd hanger                                  1
1198    .2       01-14003-2        brkt-plfd hanger                                  1
1199    .2       01-15133.2        brkt-plfd support                                 2
1200    .2       01-15125.5        brkt-cable connect                                1
1201    .2       01-15176          brkt-level                                        1
1202    .2       01-15183          ball guide #5                                     1
1203    .2       01-15199          brkt-large main ramp guard                        1
1204    .2       01-15201.1        rail-playfield side                               2
1205    .2       01-15200.1-1      brkt-large main ramp end                          1
1206    .2       01-15200.1-2      brkt-large main ramp end                          1
1207    .2       01-15210.2        Plate-ramp protect                                1
1208    .2       02-3905           post-#8 ws                                        3
1209    .2       02-5222           post #10 8-32 top                                 1
1210    .2       02-5107           post-#8 adjusting                                 2
1211    .2       02-4425-2         post fastner 8-32/8-32x9/32top                    8
1212    .2       02-4765-19        post-rnd 10-32x 2.96   8-32top                    1
1213    .2       02-4765-10        post-rnd 10-32x2.00    8-32top                    1
1214    .2       02-4765-24        post-rnd 10-32x3.25    8-32top                    2
1215    .2       02-5214-6         "post m-f 8-32x1""       5/16hex"                 1
1216    .2       02-5243-1         post fastner 8-32/#8x1.50 sms                    13
1217    .2       02-5295-08        post m-f 8-32x.50 zinc 1/4hex                     1
1218    .2       02-5295-12        post m-f 8-32x.75 znc  1/4hex                     1
1219    .2       02-5295-20        post m-f 8-32x1.25 zinc 1/4hex                    1
1220    .2       02-5295-24        post m-f 8-32x1.50 znc 1/4hex                     2
1221    .2       02-5295-26        post m-f 8-32 x1.63 znc 1/4hex                    1
1222    .2       02-5295-38        post m-f 8-32x2.38 znc 1/4hex                     1
1223    .2       02-5295-60        post m-f 8-32x3.75 znc 1/4hex                     1
1224    .2       02-5296-06        post m-m 8-32x3/8 znc 1/4hex                      1
1225    .2       03-6047-2         spacer 3/8                                        4
1226    .2       03-7520-2         tie wrap-nylon 3 7/8                             17
1227    .2       03-7655-4         "clamp cable 1/4""dia"                            1
1228    .2       03-7933           "tie wrap-8 1/2"""                                3
1229    .2       03-8254-16        cap-jet bumper-tr yellow                          2
1230    .2       03-8247-30        post #8 dbl/star trp-lite blue                   11
1231    .2       03-8319-30        post #8 starred trp lite blue                    15
1232    .2       03-8365-30        post #8 tr-lite blue                              3
1233    .2       03-8633.1         mount-level                                       1
1234    .2       03-9357-30        post #8 1.06 trp-lite blue                        5
1235    .2       03-9879           spacer-eject juggler                              2
1236    .2       03-9998           bushing-bumper target                             2
1237    .2       03-10013.1        stop                                              2
1238    .2       03-10025          jet cap-modified                                  1
1239    .2       04-10005          newton ball assy                                  1
1240    .2       04-12477.1        brkt-arch handle                                  1
1241    .2       04-12608.1-1      plfd slide foot right                             1
1242    .2       04-12608.1-2      plfd slide foot left                              1
1243    .2       04-12733.1        ball guide #1                                     1
1244    .2       04-12734          ball guide #2                                     1
1245    ..3      20-9284           spade bolt                                        0
1246    .2       04-12735          ball guide #3                                     1
1247    ..3      20-9284           spade bolt                                        0
1248    .2       04-12736          ball guide #4                                     1
1249    ..3      20-9284           spade bolt                                        0
1250    .2       04-12737          ball guide #6                                     1
1251    ..3      20-9284           spade bolt                                        0
1252    .2       04-12740.1        passive ball stop                                 1
1253    .2       04-12756-18       cntl refl lamp & 3 pin cbl                        1
1254    ..3      04-10094          reflector & socket assy                           0
1255    ..3      5820-09078-00     pm1560 02-06-2101                                 0
1256    ..3      5791-10770-00     3p11625 03-06-2032 nmt sm                         0
1257    ..3      5070-09054-00     diode-1N4004 1.0a                                 0
1258    .2       04-12974          plate-neon saber support                          1
1259    .2       04-12975-1        cntl lamp & cable                                 1
1260    .2       10-128            spring-kicker                                     2
1261    .2       12-7210           wireform-rebound                                  2
1262    .2       12-7450           ball guide #1                                     1
1263    .2       12-7451           ball guide #2                                     2
1264    .2       12-7452           ball guide #3                                     3
1265    .2       17-1141-4         "jumper wire 18ga cut 4"""                        4
1266    ..3      HW-30018-4        wire 18awg yellow                                16
1267    .2       20-6500           ball-steel 1-1/16                                 1
1268    .2       20-9691           level                                             1
1269    .2       20-10110-6        flipper bat w/shaft-yellow                        2
1270    .2       20-10197          coil magnet-w/brkr small hole                     1
1271    .2       20-10693          clear cable clamp                                 2
1272    .2       23-6300           "white rubber ring 5/16"""                       13
1273    .2       23-6303           "white rubber ring 1 1/4"""                       4
1274    .2       23-6305           "white rubber ring 2"""                           1
1275    .2       23-6306           "white rubber ring 2 1/2"""                       5
1276    .2       23-6556           rubber bumper sleeve-black                        1
1277    .2       23-6641           rubber bumper .64 od black                        4
1278    .2       23-6535           grommet-rubber white                              3
1279    .2       23-6519-4         flipper ring-red                                  2
1280    .2       23-6716-1         "tubing-clear 1"""                                3
1281    .2       23-6849           shooter tip                                       1
1282    .2       31-3541-2         playfield plastic-50069                           1
1283    .2       31-3541-9B        playfield plastic-50069                           1
1284    .2       31-3541-12        playfield plastic-50069                           1
1285    .2       31-3541-18A       playfield plastic-50069                           1
1286    .2       31-3541-19A       playfield plastic-50069                           1
1287    .2       31-3541-20A       playfield plastic-50069                           1
1288    .2       31-3541-21        playfield plastic-50069                           1
1289    .2       4008-01220-24     ms 8-32 x 1 1/2 pin head                          2
1290    .2       4008-01220-28     ms 8-32 X 1 3/4 pin head                          1
1291    .2       4008-01227-06     ms 8-32x 3/8 pin head sems                        4
1292    .2       4008-01227-10     ms 8-32x 5/8 pin head sems                       13
1293    .2       4008-01227-12     ms 8-32x 3/4 pin head sems                        5
1294    .2       4008-01227-16     "ms 8-32x 1"" pin head sems"                      6
1295    .2       4104-01020-08     sms #4X1/2 p-rh-ab                                4
1296    .2       4104-01029-14     sms #4X7/8 p-rh-t25                               2
1297    .2       4104-01042-08     sms #4X1/2 p-flh-a                                2
1298    .2       4104-01042-10     sms #4 x 5/8 p-flh-a                              4
1299    .2       4106-01115-20     sms #6X1 1/4 pl-hwh-a                             2
1300    .2       4108-01219-08     sms #8 X 1/2 pin hd-ab spcl                     210
1301    .2       4108-01219-10Y    sms #8x5/8 pin hd-ab spcl-yelo                    8
1302    .2       4108-01219-16     sms #8 x 1 pin hd-ab spcl                        24
1303    .2       4108-01219-24     sms #8 x 1 1/2  pin hd-ab spcl                   10
1304    .2       4205-01041-14     ws #5X7/8 p-flh                                   6
1305    .2       4320-01124-24     blt 1/4-20 x 1 1/2 hh                             4
1306    .2       4406-01119-00     nut 6-32 esn                                     15
1307    .2       4408-01119-01     nut 8-32 esna/ntm                                57
1308    .2       4420-01119-01     nut 1/4-20 esma-nte                               2
1309    .2       4410-01132-01     nut 10-32 esna/ntm                                6
1310    .2       4506-01104-20     sss 6-32X1 1/4                                    9
1311    .2       4508-01106-14     "sss 8-32x 7/8"""                                18
1312    .2       4700-00005-00     fw .141X.437X.032                                 6
1313    .2       4701-00005-00     lw 1/4 split                                      4
1314    .2       4700-00011-00     fw .172X.437X.059                                16
1315    .2       4700-00012-00     fw .172X.375X.036                                 8
1316    .2       4700-00021-00     fw .203X.437X.032                                 9
1317    .2       4700-00023-00     fw .203X.625X.059                                 3
1318    .2       4700-00134-00     fw .187 x 1.00 x .05                              4
1319    1        53369-CAB         country spfc cabinet-dbv rdy                      1
1320    .2       50069-CAB         star wars eps I-cabinet assy                      1
1321    ..3      A-22966           power control box assy                            1
1322    ...4     04-12597          switch mtg plate                                  1
1323    ...4     01-15126          power control box                                 1
1324    ...4     5642-13935-00     switch-rocker dpst                                1
1325    ...4     5733-14734-00     fuse holder panel 5x20mm                          1
1326    ...4     5851-13867-00     outlet-iec conn 237 socket                        1
1327    ...4     03-8712           bushing-strain relf-heyco 1161                    1
1328    ...4     5016-12978-00     thermistor-8a 2.5R25                              1
1329    ...4     5822-13865-00     tie strip-3ckt 3mtg                               1
1330    ...4     01-12299          insulator-terminal strip                          1
1331    ...4     H-17543           hot jumper cable                                  1
1332    ....5    HW-60018-0        wire 18awg black                                  7
1333    ....5    5822-14713-02     term-quik con 22-18 tab .250                      1
1334    ...4     H-17545           jumper sw/fuse cable                              1
1335    ....5    HW-60018-0        wire 18awg black                                  7
1336    ....5    5822-14713-02     term-quik con 22-18 tab .250                      2
1337    ...4     H-17542           ground jumper cable                               1
1338    ....5    HW-60018-54       wire 18awg grn/yel                              5.5
1339    ....5    5822-10879-01     ring term- #8 22-18                               1
1340    ....5    5822-14713-02     term-quik con 22-18 tab .250                      1
1341    ...4     RM-21-06          #18 vinyl sleeving                                3
1342    ...4     4408-01128-00     nut 8-32 keps                                     2
1343    ...4     16-9667           label-convenience recp rating                     1
1344    ...4     H-22991           transformer programing cable                      1
1345    ....5    5792-13224-09     .084 cap housing 12 pin                           1
1346    ....5    5792-13224-12     .084 cap housing 12 pin                           1
1347    ....5    5821-13222-00     .084 female socket pin 14-20ga                   18
1348    ....5    HW-60018-0        wire 18awg black                                 22
1349    ....5    HW-60018-90       wire 18awg wht/blk                               11
1350    ....5    HW-60018-91       wire 18awg wht/brn                               22
1351    ....5    HW-60018-1        wire 18awg brown                                 11
1352    ....5    HW-60018-93       wire 18awg wht/org                               22
1353    ....5    HW-60018-3        wire 18awg orange                                11
1354    ...4     H-23005           3 conductor power assy                            1
1355    ...4     H-23014           hot interface jumper                              1
1356    ....5    HW-60018-0        wire 18awg black                                  7
1357    ....5    5821-13222-00     .084 female socket pin 14-20ga                    1
1358    ...4     H-23015           nuetral sw/1fc jumper                             1
1359    ....5    HW-60018-9        wire 18awg white                                  7
1360    ....5    5821-13222-00     .084 female socket pin 14-20ga                    1
1361    ....5    5822-14713-02     term-quik con 22-18 tab .250                      1
1362    ...4     4006-01003-06     ms 6-32X3/8 p-ph-s                                2
1363    ..3      A-22964-1         coin dr intrfce pcb & spacer                      1
1364    ...4     04-12492.1-1      coin dr interface pcb assy                        1
1365    ....5    5768-15943-05     pcb coin interface p2000                          0
1366    ....5    5070-09054-00     diode-1N4004 1.0a                                 0
1367    ....5    5791-13356-24     "header-PCB mnt, 0.165 center"                    0
1368    ....5    5791-13356-20     "header-PCB mnt, 0.165 center"                    0
1369    ....5    5791-13830-08     8h str sq pin .100 solid tab                      0
1370    ....5    5791-13830-07     7h str sq pin .100 solid tab                      0
1371    ....5    5791-13830-15     15h str sq pin .100 solid tab                     0
1372    ....5    5791-13830-12     12h str sq pin .100 solid tab                     0
1373    ....5    5791-13830-13     13h str sq pin .100 solid tab                     0
1374    ....5    5791-10862-04     4h str sq pin .156                                0
1375    ....5    5010-13517-00     res 15ohm 1/4w 5%                                 0
1376    ....5    5791-11000-10     10 sq pin st hdr .100 w/shroud                    0
1377    ....5    16-9802-125       lable pcb id                                      0
1378    .....6   RM-33-01          label 1-1/8x7/16-white                            0
1379    ....5    4104-01012-04     sms #4X1/4 p-ph-rlk                               0
1380    ....5    20-10707          e/m counter pcb mnt 12vdc                         0
1381    ...4     03-9255-2         spacer #8 x .343                                  4
1382    ...4     4108-01219-16     sms #8 x 1 pin hd-ab spcl                         4
1383    ..3      A-22976-1         side molding assy                                 2
1384    ...4     01-15129-1        molding-side-blk ridge                            2
1385    ...4     RM-22-08          double sided tape .032X7/8                       82
1386    ..3      A-17730-1         ball shooter w/knob silver asy                    1
1387    ...4     03-7357           sleeve-ball shooter                               1
1388    ...4     10-148-4          spring-shooter green .033                         1
1389    ...4     10-149            spring-shooter rod                                1
1390    ...4     20-9927-1         ball shter knob w/shaft-silver                    1
1391    ...4     21-6645-1         housing-ball shooter                              1
1392    ...4     23-6327           ball shooter tip-rubber                           1
1393    ...4     4700-00051-00     fw .390X.625X.059                                 3
1394    ...4     20-8712-37        e ring 3/8 shaft                                  1
1395    ..3      A-17195-2         tilt switch assy w/cable                          1
1396    ...4     H-23019-4         general switch 2 pin cbl                          1
1397    ....5    03-7520-2         tie wrap-nylon 3 7/8                              1
1398    ....5    5791-13776-02     conn-plug minifit jr free hang                    1
1399    ....5    5820-13730-02     pin-mini fit jr 18-22awg                          2
1400    ....5    CW-30022-5        wire 22awg green                                  4
1401    ....5    CW-30022-9        wire 22awg white                                  4
1402    ...4     4405-01117-00     nut 5-40 hex                                      2
1403    ...4     01-96             brkt switch limit                                 1
1404    ...4     A-17238           tilt switch assy                                  1
1405    ....5    01-916-S          "spacer-tight 1/16"""                             2
1406    ....5    01-916-Q          "spacer- 1/64"""                                  2
1407    ....5    01-916-L          "spacer-loose 1/16"""                             3
1408    ....5    03-7007-6         "tubing-3/8"""                                    2
1409    ....5    A-8390            blade & contact assy                              1
1410    .....6   06-7B-20          blade-contact                                     1
1411    .....6   5860-09374-00     cp prec met 7309fs                                1
1412    ....5    A-5818            tilt wgt/blde assy                                1
1413    .....6   A-8391            blade & contact assy                              1
1414    ......7  06-8A-12          blade-contact                                     1
1415    ......7  5860-09374-00     cp prec met 7309fs                                1
1416    .....6   02-2042           weight-tilt                                       1
1417    ...4     01-1168           brkt bumper switch mounting                       1
1418    ...4     01-3670-1         plate-switch flat                                 1
1419    ...4     4005-01003-12     ms 5-40x3/4 p-phs                                 2
1420    ..3      A-22984           flipper button assy                               2
1421    ...4     04-12612          2 switch flipper assy                             2
1422    ....5    5791-12622-04     r/a sq pin hdr -.100 solid tab                    0
1423    ....5    5768-16061-02     pcb 2 switch flipper                              0
1424    ....5    5641-16194-00     key switch w/jumper                               0
1425    ...4     03-9993-32        feature button-opa torch red                      2
1426    ...4     03-9882-32        flppr btn housng-opq torch red                    2
1427    ...4     03-9881-32        flipper button-opq torch red                      2
1428    ...4     10-503            spring-button                                     2
1429    ...4     4108-01219-12     sms #8 X 3/4 pin hd-ab spcl                       8
1430    ..3      A-22996           lock brkt assy                                    1
1431    ...4     01-15148.3        latch lock down                                   1
1432    ...4     01-15149.4        handle lock down                                  1
1433    ...4     04-12624.2        brkt lock down                                    1
1434    ....5    04-12624.3        brkt-lock down                                    1
1435    ...4     04-12629          brkt-plfd hold down                               1
1436    ...4     10-561.1          spring torsion coin door                          1
1437    ...4     10-551            spring compression                                1
1438    ...4     4700-00051-00     fw .390X.625X.059                                 1
1439    ...4     20-8712-37        e ring 3/8 shaft                                  1
1440    ...4     20-10695-18       pem standoff .562                                 1
1441    ...4     16-8978-3         label-install 4 balls                             1
1442    ...4     16-10987          label-warning shock hazard                        1
1443    ..3      A-22998           cover driver board assy                           1
1444    ...4     01-15222          brkt-reinforcement                                1
1445    ...4     03-9990.2         cover driver board                                1
1446    ...4     12-7453           axle driver cover                                 2
1447    ...4     10-550            spring ext. cover                                 1
1448    ...4     03-9454           "cable tie 4"" long"                              2
1449    ...4     07-6688-19B       rivet 7/32x1/8 black oxide                        4
1450    ...4     4700-00003-00     fw .125X.281X.032                                 4
1451    ..3      A-23024           c/dr interlock assy                               1
1452    ...4     01-15174          brkt-coin door interlock                          1
1453    ...4     5643-15190-00     switch-interlock dpdt                             1
1454    ..3      A-23297           unique parts bag-50069                            1
1455    ...4     03-10016-4        playfield mylar                                   2
1456    ...4     20-10693          clear cable clamp                                 2
1457    ...4     23-6519-4         flipper ring-red                                  2
1458    ...4     23-6327           ball shooter tip-rubber                           1
1459    ...4     31-3541-10        playfield plastic-50069                           1
1460    ...4     31-3541-22        playfield plastic-50069                           1
1461    ...4     31-3541-23        playfield plastic-50069                           1
1462    ...4     31-3541-25        playfield plastic-50069                           1
1463    ...4     31-3541-26        playfield plastic-50069                           1
1464    ..3      A-23299           driver brd backplate assy                         1
1465    ...4     01-15146          driver board-backplate                            1
1466    ...4     20-9534           standoff clip 1/2                                 2
1467    ...4     4008-01227-08     ms 8-32x 1/2 pph-s                                2
1468    ..3      A-23419           speaker & cable assy                              1
1469    ...4     5555-16059-00     "speaker: 6.5"" woofer"                           1
1470    ...4     H-23418           cabinet speaker sub cable                         1
1471    ....5    03-7520-2         tie wrap-nylon 3 7/8                              1
1472    ....5    5791-13776-02     conn-plug minifit jr free hang                    1
1473    ....5    5820-13730-02     pin-mini fit jr 18-22awg                          2
1474    ....5    HW-30018-40       wire 18awg yel/blk                                7
1475    ....5    HW-30018-50       wire 18awg grn/blk                                7
1476    ..3      A-23421           joined cable assy                                 1
1477    ...4     04-12868          brkt-cable joining                                1
1478    ...4     20-10580          cable db25 extension 6ft                          1
1479    ...4     20-10581          cable db09 extension 6ft                          1
1480    ...4     H-23412           120v isolation/spkr cbl                           1
1481    ....5    03-7520-2         tie wrap-nylon 3 7/8                             14
1482    ....5    5791-14003-02     conn-minifit jr. plug panl mtg                    1
1483    ....5    5792-10818-04     4r mt/end 18/156                                  1
1484    ....5    5792-13224-03     .084 cap housing 3 pin                            2
1485    ....5    5792-13355-02     conn-female wire mnt 0.165 ctr                    1
1486    ....5    5820-13730-02     pin-mini fit jr 18-22awg                          2
1487    ....5    5821-13222-00     .084 female socket pin 14-20ga                    5
1488    ....5    5821-13771-02     socket-female minifit BMI                         2
1489    ....5    5822-10879-01     ring term- #8 22-18                               1
1490    ....5    5823-10820-00     "plz key mt .156"""                               1
1491    ....5    HW-30018-9        wire 18awg white                                133
1492    ....5    HW-30018-1        wire 18awg brown                                 24
1493    ....5    HW-30018-6        wire 18awg blue                                  24
1494    ....5    HW-30018-0        wire 18awg black                                133
1495    ....5    HW-30018-54       wire 18awg grn/yel                               48
1496    ....5    HW-30018-50       wire 18awg grn/blk                               41
1497    ....5    HW-30018-40       wire 18awg yel/blk                               41
1498    ....5    16-9086           label-cable id                                    1
1499    ....5    5792-13743-00     9 pin mating connector                            1
1500    ....5    5791-13164-00     9 pin matting connector                           1
1501    ....5    5820-13316-00     male pin-amp 170360-1                             4
1502    ..3      A-9818-8          "grd braid assy 24"""                             1
1503    ...4     5825-06523-00     solder lug #8 flat                                2
1504    ...4     20-9223           "1/4"" ground braid"                             24
